query|concept|titles|num_titles|concept_in|labeled_concept
清徐 旅游 景点|清徐旅游景点|2018 山西 太原 清徐 旅游 景点 大全 清徐县 自助 游 攻略 清徐 . . . .,清徐 哪里 好玩 % 7 c 清徐县 有 什么 好玩 的 地方 太原市 清徐 旅游 景点 大全,【 58同城 】 清徐 旅游 景点 大全 清徐 旅游 景点 推荐 清徐 . . .,. . . 清徐县 有 什么 好玩 的 地方 太原市 清徐 旅游 景点 大全|4|same"|清徐旅游景点
夏天 炒菜 大全|夏天炒菜|夏天 炒菜 大全 点击 观看,夏天 炒菜 大全 相关 菜谱,夏天 炒菜 大全 的 相关 内容 搜狗 微信,夏天 炒菜 大全 相关 书籍,【 夏天 炒菜 大全 有哪些 呢 】 夏季 怎么 做 大众 养生 网,夏天 炒菜 大全 相关 食物|6|contained_in_query"|夏天炒菜
现代 简约 风格 工装 特点|现代简约风格特点|装修 现代 简约 风格 特点 有哪些 爱问 知识 人|1|contained_in_title|现代简约风格特点
何欢 小品 大全|何欢小品|何欢 小品 大全 相关 节目,何欢 小品 大全 相关 人物|2|contained_in_query"|何欢小品
幼儿 园 小孩 食谱|幼儿园一周食谱|幼儿 园 一 周 食谱 大全 ( 整 月 ) 幼儿 园 食谱 幼教 · 中国|1|contained_in_title|幼儿园一周食谱
足球 游戏 盘点|足球游戏|那些 经典 足球 游戏 盘点 人民网 通信 频道 人民网,足球 游戏 盘点 相关 软件,足球 游戏 盘点 相关 游戏|3|contained_in_query"|足球游戏
淮安 附近 旅游 景点|淮安旅游景点|【 2018 】 3 月 去 淮安 哪儿 最 好玩 淮安 旅游 景点 大全 淮安 . . .,【 2017 】 12 月 去 淮安 哪儿 最 好玩 淮安 旅游 景点 大全 淮安 旅游 景点 推 . . .,【 2017 】 11 月 去 淮安 哪儿 最 好玩 淮安 旅游 景点 大全 淮安 . . . .,淮安 旅游 景点 大全 2017 淮安 旅游 必 去 景点 淮安 景点 推荐,【 2018 】 4 月 去 淮安 哪儿 最 好玩 淮安 旅游 景点 大全 淮安 旅游 景点 推荐 . . .,【 2018 】 5 月 去 淮安 哪儿 最 好玩 淮安 旅游 景点 大全 淮安 旅游 景点 推荐 . . .,淮安 旅游 景点 大全 2018 淮安 旅游 必 去 景点 淮安 景点 推荐,【 2018 】 1 月 去 淮安 哪儿 最 好玩 淮安 旅游 景点 大全 淮安 旅游 景点 推荐 . . .|8|contained_in_title"|淮安旅游景点
社交 平台 有哪些|社交网站|中国 的 社交 网站 有哪些 百度 知道,2016 年 全球 十大 最 受 欢迎 的 社交 网站 有哪些 知乎|2|contained_in_title"|社交网站
蕃薯 粉 的 做法 大全|蕃薯粉的做法|蕃薯 粉 的 做法 大全 蕃薯 粉 的 家常 做法 蕃薯 粉 怎 . . . 心 食谱,蕃薯 粉 的 做法 大全 蕃薯 粉 的 家常 做法 蕃薯 粉 怎么 做 好吃 【 心 食谱 】|2|contained_in_query"|蕃薯粉的做法
重庆 翠云 附近 美食|重庆美食|重庆 美食 大全 重庆 旅游 攻略|1|contained_in_title|重庆翠云美食
犯罪 教育 电视剧|犯罪悬疑电视剧|十大 犯罪 悬疑 电视剧 排行 榜 好看 的 犯罪 悬疑 电视剧 有哪些 中华 文本 库|1|contained_in_title|犯罪悬疑电视剧
成都 特产|成都的特产|四川 成都 的 特产 有哪些 搜狗 问问|1|contained_in_title|成都的特产
拳皇 命运 获得 装备|拳皇命运装备|拳皇 命运 装备 大全 装备 获得 方法 汇总 嗨 客 手机 站|1|contained_in_title|拳皇命运装备
蓝田 有 啥 特产|蓝田特产|蓝田 特产 介绍 西安 蓝田 特产 大全|1|contained_in_title|蓝田特产
板 寸头 发型|板寸头发型|寸头 发型 男生 板 寸头 发型 大全 男士 圆 寸头 造 . . . 发型 师姐|1|same|板寸头发型
一 岁 半 小 孩子 食谱|一岁半宝宝食谱|一 岁 半 宝宝 食谱 大全 及 做法 99健康网|1|contained_in_title|一岁半宝宝食谱
高铁 龙头 股|高铁龙头股|高铁 龙头 股 有哪些 2017 最新 高铁 概念股 名单 大全 老钱庄 黑马 营 股票 . . .|1|same|高铁龙头股
戏剧 有 什么 种类|戏剧的种类|戏剧 的 种类 有哪些 戏剧 文化 天涯 问答 天涯社区 6 个 回答 提问 时间 ： 2009 年 03 月 10 日|1|contained_in_title|戏剧的种类
学生 早餐 的 做法|学生早餐食谱|学生 早餐 食谱 大全 及 做法 在家 自制 营养 早餐 民福康 健康|1|contained_in_title|学生早餐食谱
冬眠 睡醒 的 动物 有哪些|冬眠的动物|什么 动物 会 冬眠 呢 会 冬眠 的 动物 有哪些 搜狗 问问|1|contained_in_title|冬眠的动物
九江 有 那些 旅游 景点|九江旅游景点|九江 旅游 景点 大全 百度 文库,【 2018 】 6 月 去 九江 哪儿 最 好玩 九江 旅游 景点 大全 九江 旅游 景点 推荐 . . .|2|contained_in_title"|九江旅游景点
热门 十大 电影|热门电影|2016 最新 好看 的 电影 大全 热门 电影 排行 榜 推荐 2345 电影 . . . .,好看 的 电影 大全 热门 电影 排行 榜 爱奇艺,最新 好看 的 经典 电影 大全 热门 电影 排行 榜 推荐 2345 电影 . . . .|3|contained_in_title"|热门电影
曼陀sp庄园 漫画|曼陀sp漫画|【 曼陀 sp 漫画 大全 】 神秘 男孩 sp 曼陀 sp 庄园 挨打 漫画|1|contained_in_title|曼陀sp庄园漫画
汽车 前灯|汽车前灯|汽车 前灯 有哪些 百度 知道|1|same|汽车前灯
白血 病 是 什么 症状|白血病的早期症状|白血 病 的 早期 症状 都 有哪些 白血 病 快速 问 医生|1|contained_in_title|白血病的早期症状
第 五 人格 奈 布 故事|第五人格人物故事|第 五 人格 人物 故事 介绍 第 五 人格 人物 故事 大全 第 五 人格 小皮手游网,第 五 人格 人物 故事 介绍 第 五 人格 人物 故事 大全 第 五 人格 在线 玩|2|contained_in_title"|第五人格人物故事
耐克 魔术 贴 篮球 鞋|耐克魔术贴篮球鞋|高 仿 耐克 魔术 贴 篮球 鞋 大全 货源 代理|1|same|耐克魔术贴篮球鞋
腾讯 最 火 的 格斗 手游|腾讯手游|腾讯 手游 大全 腾讯 手机 游戏 有哪些 腾讯 手机 网游 排行 榜 当下 软件 园,2017 年 最 火 的 腾讯 手游 有哪些 2017 腾讯 手游 推荐 榜|2|contained_in_title"|腾讯最火格斗手游
山西 特色 菜 大全|山西特色菜|山西 特色 菜 大全 相关 名吃,山西 特色 菜 大全 相关 景点,山西 特色 菜 大全 约 100 个 回答 搜狗 知识,山西 特色 菜 大全 相关 食物,山西 特色 菜 大全 相关 书籍,山西 特色 菜 大全 相关 特色 菜肴|6|contained_in_query"|山西特色菜
墨鱼 煲汤 的 做法 大全|墨鱼仔的做法|墨鱼 仔 的 做法 大全 墨鱼 仔 怎么 做 好吃 搜狗 问问|1|contained_in_title|墨鱼仔的做法
羊 毛毡 简单 小 物件 教程|羊毛毡教程|羊 毛毡 教程 大全 小 动物 羊 毛毡 的 制作 方法 手艺 活 网|1|contained_in_title|羊毛毡教程
台湾 动画 片 排行 榜|台湾动画片|台湾 动漫 大全 最新 好看 的 台湾 动画 片 排行 榜 推荐 【 看点 啥 影视 】|1|contained_in_query|台湾动画片
日本 女优 介绍 大全|日本女优|日本 女优 大全|1|contained_in_query|日本女优
845 旗舰 机 有哪些|845手机|骁龙 845 手机 有哪些 骁龙 845 手机 评测 介绍 [ 图 . . . 安卓乐园|1|contained_in_title|845手机
男生 自慰 的 方法|男生手淫方法|男生 手淫 方法 有哪些 教育 指南 百度 教育 攻略|1|contained_in_title|男生手淫方法
历史 情侣|历史上著名的情侣|世界 历史 上 著名 的 情侣 有哪些 百度 知道|1|contained_in_title|历史上著名的情侣
女式 发型 大全|女式发型|女式 发型 大全 的 相关 内容 搜狗 微信|1|contained_in_query|女式发型
华为 手机 的 人工 智能|华为手机的人工智能|华为 手机 的 人工 智能 有哪些 百度 派|1|same|华为手机的人工智能
紫菜 醋 的 做法 大全|紫菜的做法|紫菜 的 做法 紫菜 的 做法 大全 紫菜 怎么 做 紫 . . . 豆果 美食|1|contained_in_title|紫菜的做法
我 进 不 去 学校 攻略|我进不去学校了攻略|我 进 不 去 学校 了 攻略 大全 全关 通关 技巧 跑跑 车手 游 网,我 进 不 去 学校 了 攻略 大全 全 关卡 通关 图 . . . 4399 游戏 资讯,我 进 不 去 学校 了 攻略 大全 全关 通关 技巧 跑跑 车 . . .,我 进 不 去 学校 了 攻略 大全 我 进 不 去 学校 了 全 关卡 通关 攻略 九 游 手机 游戏,我 进 不 去 学校 了 攻略 大全 我 进 不 去 学校 了 全 关卡 通关 攻略 玩游戏网,我 进 不 去 学校 了 攻略 大全 全 关卡 通关 图文 攻略 搜狐 游戏 搜狐网|6|contained_in_title"|我进不去学校了攻略
全职 高手 手游 养 卡 攻略|全职高手手游攻略|全职 高手 手游 攻略 大全 全职 高手 手游 新手 攻略 4399 全职 . . . .,全职 高手 手游 攻略 汇总 全职 高手 手游 攻略 口袋 巴士,全职 高手 手游 攻略 大全 全职 高手 手游 攻略 技巧 汇总 4399 . . . .|3|contained_in_title"|全职高手手游攻略
桐城 孔城 特产|桐城特产|桐城 特产 介绍 安庆 桐城 特产 大全|1|contained_in_title|桐城孔城特产
瑞士 顶级 手表|瑞士手表|瑞士 手表 排名 有哪些 呢 瑞士 手表 排名 哪个 比较 好|1|contained_in_title|瑞士手表
寿宴 菜单 大全|寿宴菜谱|寿宴 菜谱 大全 【 食谱 秀 】,《 寿宴 菜谱 大全 》 100 篇 第一文库网,生日 寿宴 菜谱 大全 【 食谱 秀 】|3|contained_in_title"|寿宴菜谱
贵州 专科 院校 排名|贵州十大专科学校|2018 贵州 十大 专科 学校 排名 最好 的 大专 院校 有哪些 有 途 . . . .|1|contained_in_title|贵州十大专科学校
北京 好吃 的 特产|北京特产|北京 特产 介绍 北京 特产 大全 博雅特产网,北京 特产 有哪些 在 哪 买 比较 划算 知乎,北京 特产 有哪些 北京 可以 带走 的 特产 推荐 查查 吧|3|contained_in_title"|北京特产
初音 未来 h 游戏|初音未来邪恶游戏|初音 未来 邪恶 游戏 大全 初音 未来 邪恶 被 触手 同人 游戏 易玩网|1|contained_in_title|初音未来邪恶游戏
好莱坞 电影 大全|好莱坞动作电影|美国 好莱坞 动作 电影 大全 电影 在线 观看 搜狗 影视|1|contained_in_title|好莱坞动作电影
饺子 馅 都 有哪些|饺子馅做法|好吃 的 饺子 馅 做法 有哪些 知乎|1|contained_in_title|饺子馅做法
广州 附近 旅游 景点|广州旅游景点|【 2018 】 4 月 去 广州哪儿 最 好玩 广州 旅游 景点 大全 广州 . . .,【 2018 】 5 月 去 广州哪儿 最 好玩 广州 旅游 景点 大全 广州 . . .,携程 广州 旅游 景点 大全 不同 路线 超值 酒店 和 景点 门票 供 你 挑,广州 旅游 景点 大全 2018 广州 旅游 必 去 景点 广州 景点 推荐,广州 周边 一日游 景点 广州 旅游 景点 大全 airbnb,【 2018 】 6 月 去 广州哪儿 最 好玩 广州 旅游 景点 大全 广州 . . .,【 2018 】 2 月 去 广州哪儿 最 好玩 广州 旅游 景点 大全 广州 . . .|7|contained_in_title"|广州附近旅游景点
清明 节 节日 小报 大全|清明节节日小报|清明 节 节日 小报 大全|1|contained_in_query|清明节节日小报
初中 英语 单词 游戏|初中英语课堂游戏|> 初中 英语 课堂 游戏 大全 初中 英语 课堂 游戏 初中 英语 . . .|1|contained_in_title|初中英语课堂游戏
百达翡丽 系列 大全|百达翡丽手表|【 百达翡丽 复杂 功能 计时 系列 】 patek philippe 百达翡丽 手表 大全 南方 . . .|1|contained_in_title|百达翡丽手表
西安 主要 景点 有哪些|西安旅游景点|西安 旅游 景点 有哪些 爱问 知识 人 1 个 回答 提问 时间 ： 2012 年 02 月 07 日|1|contained_in_title|西安旅游景点
杭州 景点 图片 大全|杭州旅游景点|杭州 旅游 景点 大全 百度 文库,【 2018 】 7 月 去 杭州 哪儿 最 好玩 杭州 旅游 景点 大全 杭州 . . .,杭州 旅游 景点 大全 杭州 必 去 景点 推荐 / 景点 介绍 / 排名 【 . . .,杭州 旅游 景点 大全 2018 杭州 旅游 必 去 景点 杭州 景点 推荐|4|contained_in_title"|杭州旅游景点
日本 撩妹 电影|日本电影|日本 电影 大全 实力 撩妹 : 《 朝 5 晚 9 》 霸道 和尚 . . . 沪江 日语|1|contained_in_title|日本撩妹电影
卤菜 品种 有哪些|卤菜种类|卤菜 种类 有哪些 怎么 做 手机 爱问,卤菜 种类 有哪些 怎么 做 – 手机 爱问|2|contained_in_title"|卤菜种类
育儿 早教 知识|育儿知识|育儿 知识 育儿 知识 大全 育儿 百科 摇篮网,早教 育儿 知识 大全 科学 育儿 知识 大全 幼儿 园 育儿 知识 大全,育儿 知识 有哪些 早教 育儿 知识 大全,育儿 知识 大全 搜狗 百科,健康 育儿 育儿 知识 大全 太平洋亲子网,育儿 百科 育儿 百科 全书 育儿 知识 大全 99健康网,育儿 知识 育儿 知识 大全 宝宝 地带,科学 育儿 知识 大全 百度 文库|8|contained_in_title"|育儿知识
英国 主要 的 学校 节日|英国节日|英国 节日 大全 道客巴巴|1|contained_in_title|英国节日
遗精 症状|遗精的症状|遗精 的 症状 有哪些 有 问 必答 快速 问 医生 \n \n 6 个 回答 \n 提问 时间 ： 2015 年 09 月 22 日,遗精 的 症状 有哪些 ？ 169健康网,遗精 的 症状 有哪些 ？ 169 健康 网 \n 6 个 回答 提问 时间 ： 2015 年 9 月 22 日,遗精 的 症状 有哪些 有 问 必答 快速 问 医生|4|contained_in_title"|遗精的症状
创造 与 魔法 血 蜥蜴 资质|创造与魔法宠物资质|创造 与 魔法 宠物 资质 大全 宠物 资质 排行 榜 创造 与 魔法 第一手游网,创造 与 魔法 宠物 资质 大全 宠物 资质 排行 榜 4399 创造 与 魔法,创造 与 魔法 宠物 资质 大全 宠物 资质 排行 榜 创造 与 . . . 九 游,创造 与 魔法 宠物 资质 大全 宠物 资质 排行 榜 创造 与 魔法 . . .,创造 与 魔法 宠物 资质 汇总 宠物 资质 排行 榜 18183 创造 与 . . .,创造 与 魔法 宠物 资质 大全 宠物 资质 排行 榜 创造 与 魔法 . . . .,创造 与 魔法 宠物 资质 大全 宠物 资质 排行 . . . 4399 游戏 资讯|7|contained_in_title"|创造与魔法宠物资质
补水 好 的 精华|补水精华|补水 精华 哪个 好 全球 最好 用 补水 精华 排行 榜 美容 护肤 知识 大全 百度 . . .|1|contained_in_title|补水精华
和尚 类 小说 排行 榜|和尚小说|和尚 小说 大全 好看 的 和尚 小说 推荐 和尚 小说 排行 榜 话 . . .|1|contained_in_title|和尚小说
共享 红 单车 app|共享单车app|北京 共享 单车 app 有哪些 怎么 用 及 怎么 收费 谁 更 好 骑 . . . .|1|contained_in_title|共享单车app
适合 女生 的 suv|适合女性的SUV|十五万 以内 最 适合 女性 的 suv 有哪些 新浪 汽车|1|contained_in_title|适合女性的SUV
红枣 银耳 汤 的 功效|红枣莲子银耳汤的功效|红枣 莲子 银耳 汤 的 功效 有哪些 有 问 必答 快速 问 医生|1|contained_in_title|红枣莲子银耳汤的功效
酒桌 上 吃 鱼 的 规矩|酒桌上的规矩|酒桌 上 的 规矩 有哪些 百度 知道|1|contained_in_title|酒桌上的规矩
蒸 花卷 有 几 种 花样 图|蒸花卷的做法|蒸 花卷 的 做法 蒸 花卷 的 做法 大全 【 图 】 好豆网|1|contained_in_title|蒸花卷的做法
广州 旅游 特产|广州特产|【 2018 年 】 广州 特产 大全 广州 特产 攻略 广州 特产 推荐 途 牛,广州 特产 介绍 广东 广州 特产 大全|2|contained_in_title"|广州特产
普吉岛 必 去 景点|普吉岛景点|【 携程 榜单 】 普吉岛 景点 排行 榜 十大 旅游 景区 排名 大全 . . . .,普吉岛 景点 推荐 / 旅游 景点 排名 普吉岛 景点 大全 / . . . 携程|2|contained_in_title"|普吉岛景点
东北 炒 酸菜 的 做法|东北炒酸菜的做法|【 东北 炒 酸菜 的 做法 】 东北 炒 酸菜 的 家常 做法 东北 炒 酸菜 的 做法 大全 . . .|1|same|东北炒酸菜的做法
抗日 枪战 武打 电影 大全|抗日武打片电影|抗日 武打 片 电影 抗日 武打 片 电影 大全 无极 电影|1|contained_in_title|抗日武打片电影
搞笑 头型 图片 大全|搞笑发型|最 搞笑 发型 大全 搞笑 片片 02 笑话 腾讯网|1|contained_in_title|搞笑发型
小米 捞饭 的 做法 大全|小米捞饭的做法|小米 捞饭 的 做法 大全 约 697 个 回答 搜狗 知识|1|contained_in_query|小米捞饭的做法
饥荒 沃利 食谱|饥荒海难食谱|饥荒 海难 食谱 大全 最新 厨师 食谱 安游在线|1|contained_in_title|饥荒海难食谱
dnf 宠物|dnf宠物|dnf 都 有哪些 宠物 dnf 宠物 大全 搜狗 问问,dnf 宠物 大全 ( 带 属性 ) 搜狗 问问,dnf 宠物 大全 dnf 所有 宠物 属性 大全 快 吧 游戏,地下 城 与 勇士 dnf 宠物 大全 地下 城 与 勇士 . . . 网易 游戏 频道,dnf 宠物 大全 . 搜狗 问问 1 个 回答 提问 时间 ： 2009 年 11 月 18 日|5|same"|dnf宠物
宾利 所 所有 车型|宾利车型|【 宾利 车型 大全 】 爱卡汽车|1|contained_in_title|宾利车型
奥奇 传说 剧情 大全|奥奇传说精灵|奥奇 传说 奥奇 传说 精灵 大全 奥奇 传说 游戏 在线 玩 4399 . . .|1|contained_in_title|奥奇传说精灵
王者 农药 预言 配方|王者荣耀预言配方|王者 荣耀 预言 配方 大全 明 世 隐 的 预约 预言 配方 汇总 . . .|1|contained_in_title|王者荣耀预言配方
